timestamp,open,high,low,close,volume
2025-05-08 19:45:00,254.1400,254.1400,254.1400,254.1400,22
2025-05-08 19:40:00,254.7000,254.7000,254.1400,254.1400,181
2025-05-08 19:30:00,254.3000,254.3000,254.3000,254.3000,10
2025-05-08 19:25:00,254.7000,254.7000,254.7000,254.7000,4
2025-05-08 19:20:00,254.7500,254.7500,254.7500,254.7500,1
2025-05-08 19:15:00,254.3100,254.3100,254.3000,254.3000,150
2025-05-08 19:05:00,254.7500,254.7500,253.2600,254.3000,69
2025-05-08 19:00:00,254.1400,254.7500,254.1400,254.7500,645588
2025-05-08 18:50:00,254.3100,254.3200,253.2600,254.0050,78
2025-05-08 18:45:00,254.3000,254.7488,254.3000,254.7488,6
2025-05-08 18:40:00,254.3100,254.3100,254.3100,254.3100,20
2025-05-08 18:35:00,254.3300,254.3300,254.0000,254.0000,30
2025-05-08 18:30:00,254.1400,254.7100,254.1400,254.7100,645588
2025-05-08 18:25:00,254.7000,254.7300,254.7000,254.7300,4
2025-05-08 18:20:00,254.7000,254.7263,254.7000,254.7263,44
2025-05-08 18:15:00,254.1400,254.1400,254.1400,254.1400,2152
2025-05-08 18:10:00,254.7500,254.7500,254.7400,254.7400,6
2025-05-08 18:05:00,254.5000,254.8500,254.3300,254.8500,119
2025-05-08 18:00:00,254.5200,254.7500,254.5000,254.7500,301
2025-05-08 17:55:00,254.8300,254.8500,254.7500,254.8500,208
2025-05-08 17:45:00,254.8400,254.8400,254.8400,254.8400,2
2025-05-08 17:40:00,255.0900,255.0900,255.0000,255.0000,85
2025-05-08 17:35:00,255.3500,255.3500,255.0900,255.1000,27
2025-05-08 17:30:00,255.0600,255.3499,255.0000,255.3499,13
2025-05-08 17:25:00,255.3500,255.3500,255.3500,255.3500,26
2025-05-08 17:15:00,255.1000,256.5000,254.2000,255.3500,7
2025-05-08 17:10:00,256.5000,256.5000,254.0100,254.1300,404
2025-05-08 17:05:00,254.0100,254.0100,254.0000,254.0000,11
2025-05-08 17:00:00,254.2400,254.2400,253.8000,253.8000,106
2025-05-08 16:55:00,254.3000,254.3700,254.2400,254.2400,567
2025-05-08 16:50:00,254.2500,254.2500,254.2500,254.2500,1
2025-05-08 16:40:00,254.1300,255.4600,254.1300,255.4600,2581
2025-05-08 16:35:00,254.1400,254.1400,253.8000,254.1400,77
2025-05-08 16:30:00,253.7800,254.9000,253.7800,253.7800,107
2025-05-08 16:25:00,254.2500,255.8600,253.8000,254.1400,27742
2025-05-08 16:20:00,254.1400,255.8600,254.1400,255.8600,2667
2025-05-08 16:15:00,254.1400,254.2000,253.7800,254.2000,124
2025-05-08 16:10:00,254.1400,256.5000,253.8200,254.9999,645622
2025-05-08 16:05:00,254.1400,254.4000,254.1400,254.1400,9639
2025-05-08 16:00:00,254.2600,254.4100,253.7800,253.7800,1408602
2025-05-08 15:55:00,254.2200,254.3400,253.8100,254.2600,288239
2025-05-08 15:50:00,254.7700,254.8400,254.1600,254.2200,98103
2025-05-08 15:45:00,255.2000,255.2200,254.7100,254.7436,49545
2025-05-08 15:40:00,255.3100,255.3900,255.1900,255.2550,33306
2025-05-08 15:35:00,255.3900,255.4400,255.1550,255.3599,37145
2025-05-08 15:30:00,255.7400,255.8750,255.5200,255.5200,53804
2025-05-08 15:25:00,255.8600,255.9650,255.5950,255.7400,35245
2025-05-08 15:20:00,255.6900,256.0800,255.5800,255.8600,46724
2025-05-08 15:15:00,255.5100,255.7400,255.3208,255.7150,38317
2025-05-08 15:10:00,255.5600,255.6450,255.4800,255.4900,36140
2025-05-08 15:05:00,255.8200,255.8250,255.5000,255.5650,16726
2025-05-08 15:00:00,255.8600,255.8750,255.6300,255.8100,15430
2025-05-08 14:55:00,255.9900,256.0500,255.8501,255.9250,19410
2025-05-08 14:50:00,256.0800,256.1728,255.9500,256.0400,12780
2025-05-08 14:45:00,256.2150,256.3200,255.9500,256.1600,39086
2025-05-08 14:40:00,256.0000,256.2200,255.9300,256.2150,33468
2025-05-08 14:35:00,255.9900,256.1461,255.9500,256.0050,30428
2025-05-08 14:30:00,255.5900,256.0200,255.5750,255.8991,31916
2025-05-08 14:25:00,255.5800,255.7700,255.5700,255.5950,15100
2025-05-08 14:20:00,255.8100,255.8800,255.4900,255.5300,16148
2025-05-08 14:15:00,255.9500,256.0200,255.7250,255.7350,21929
2025-05-08 14:10:00,255.8850,256.1400,255.8173,255.9450,16933
2025-05-08 14:05:00,255.6200,255.9215,255.5650,255.8850,11548
2025-05-08 14:00:00,255.5700,255.7400,255.3300,255.6200,41050
2025-05-08 13:55:00,256.0700,256.0700,255.6500,255.6950,9941
2025-05-08 13:50:00,256.0200,256.2100,255.8800,256.1642,17209
2025-05-08 13:45:00,255.7200,255.9900,255.7200,255.9900,13512
2025-05-08 13:40:00,255.8100,256.0000,255.7100,255.7200,25993
2025-05-08 13:35:00,255.7000,255.9000,255.5900,255.8800,22273
2025-05-08 13:30:00,255.9600,256.0100,255.7500,255.7700,34192
2025-05-08 13:25:00,256.0200,256.2000,255.9700,255.9800,17712
2025-05-08 13:20:00,256.0784,256.1787,255.8900,256.0750,20138
2025-05-08 13:15:00,256.0300,256.1400,255.9360,256.1400,20181
2025-05-08 13:10:00,255.9000,256.0775,255.8450,255.9800,16490
2025-05-08 13:05:00,256.1100,256.1800,255.9550,256.0801,19720
2025-05-08 13:00:00,256.3800,256.4100,256.1200,256.1200,17959
2025-05-08 12:55:00,256.1300,256.4400,256.1300,256.3440,25463
2025-05-08 12:50:00,256.0300,256.2000,255.9900,256.1276,16537
2025-05-08 12:45:00,256.0950,256.1500,255.8100,256.0800,28972
2025-05-08 12:40:00,255.8200,256.1000,255.6600,256.0900,21962
2025-05-08 12:35:00,255.5300,255.8800,255.5200,255.8200,14881
2025-05-08 12:30:00,255.3400,255.6175,255.2300,255.5100,14055
2025-05-08 12:25:00,255.5600,255.6200,255.1300,255.3325,38404
2025-05-08 12:20:00,255.5800,255.7699,255.4400,255.6400,41585
2025-05-08 12:15:00,255.4950,255.7500,255.4600,255.6000,20791
2025-05-08 12:10:00,255.9500,255.9500,255.5600,255.6100,19069
2025-05-08 12:05:00,255.3500,255.9500,255.2600,255.9150,83387
2025-05-08 12:00:00,255.3700,255.5600,255.0500,255.3500,31686
2025-05-08 11:55:00,255.4700,255.6000,255.1400,255.3500,35971
2025-05-08 11:50:00,255.6350,255.6600,255.0000,255.4900,119658
2025-05-08 11:45:00,255.3400,255.7299,255.0600,255.6200,45226
2025-05-08 11:40:00,254.6750,255.4900,254.6750,255.2200,29304
2025-05-08 11:35:00,254.3900,254.6900,254.2400,254.6900,20534
2025-05-08 11:30:00,254.6200,254.6200,254.1200,254.3800,35693
2025-05-08 11:25:00,254.5700,255.0200,254.5000,254.5000,58081
2025-05-08 11:20:00,253.9400,254.6500,253.8222,254.6400,33762
2025-05-08 11:15:00,253.8284,253.9500,253.5900,253.8750,17327
2025-05-08 11:10:00,253.8300,253.9200,253.2500,253.7369,26938
2025-05-08 11:05:00,253.5900,254.1500,253.5700,253.9182,17366
2025-05-08 11:00:00,253.6800,253.7800,253.2600,253.5900,19373
