timestamp,open,high,low,close,volume
2025-05-08 19:55:00,437.4667,438.0000,437.0500,438.0000,1527
2025-05-08 19:50:00,437.0770,437.7400,437.0500,437.7400,1342
2025-05-08 19:45:00,437.6900,437.7400,437.0000,437.7400,1434
2025-05-08 19:40:00,437.6800,437.7500,437.0000,437.3700,1065
2025-05-08 19:35:00,437.8800,437.8800,437.0000,437.3850,911
2025-05-08 19:30:00,437.9500,438.2399,437.0200,437.6500,727
2025-05-08 19:25:00,438.0000,438.0500,437.5000,437.8500,603
2025-05-08 19:20:00,438.0700,438.2500,437.8500,437.9000,132
2025-05-08 19:15:00,438.0000,438.2500,437.8500,438.0500,103
2025-05-08 19:10:00,437.7500,438.2500,437.1100,438.0500,796
2025-05-08 19:05:00,438.0200,438.0750,437.1100,438.0400,966
2025-05-08 19:00:00,438.0000,438.2500,437.1100,438.0100,705
2025-05-08 18:55:00,438.0000,438.1500,437.8250,438.1400,1845
2025-05-08 18:50:00,438.1250,438.2500,437.5750,438.0500,828
2025-05-08 18:45:00,438.0000,438.2500,438.0000,438.0500,167
2025-05-08 18:40:00,437.0000,438.1700,437.0000,438.0000,1465
2025-05-08 18:35:00,437.4500,437.9000,437.0000,437.4500,207
2025-05-08 18:30:00,437.7000,437.8812,437.0000,437.4500,1417
2025-05-08 18:25:00,437.8000,437.9000,437.4000,437.9000,296
2025-05-08 18:20:00,437.4512,437.9000,437.4512,437.8000,617
2025-05-08 18:15:00,438.1700,438.1700,437.3800,437.8100,15361
2025-05-08 18:10:00,438.0000,438.0000,437.1500,437.6100,316
2025-05-08 18:05:00,437.4200,438.0000,437.2100,437.5850,628
2025-05-08 18:00:00,438.0900,438.2300,437.3700,437.3700,1002
2025-05-08 17:55:00,438.1400,438.2300,437.8400,438.0500,267
2025-05-08 17:50:00,438.1500,438.2300,438.0000,438.0000,732
2025-05-08 17:45:00,438.1350,438.2300,436.0700,438.2300,395
2025-05-08 17:40:00,438.1200,438.2300,438.0200,438.1350,1009
2025-05-08 17:35:00,438.0600,438.2300,438.0000,438.1200,639
2025-05-08 17:30:00,438.2000,438.2300,437.9450,438.0400,1005
2025-05-08 17:25:00,437.5189,438.2000,437.3600,437.8400,1665
2025-05-08 17:20:00,437.6600,437.9900,437.3200,437.6750,1857
2025-05-08 17:15:00,437.5400,437.8000,437.5200,437.6600,184
2025-05-08 17:10:00,437.5500,444.4276,422.1888,437.6600,1568
2025-05-08 17:05:00,437.4700,445.1959,419.6007,437.5500,710
2025-05-08 17:00:00,437.1500,437.8000,436.5000,437.5400,3153
2025-05-08 16:55:00,437.0300,438.1700,418.8134,437.3900,5513
2025-05-08 16:50:00,437.7900,444.4276,413.9804,437.0300,15217
2025-05-08 16:45:00,438.0000,438.1000,437.5000,437.7100,4185
2025-05-08 16:40:00,437.9900,438.2300,437.8000,437.9600,1080
2025-05-08 16:35:00,438.1100,438.2300,437.9900,438.1694,559
2025-05-08 16:30:00,438.1596,438.2300,437.8500,438.1250,2458
2025-05-08 16:25:00,437.9800,438.1700,437.7400,438.0300,1020
2025-05-08 16:20:00,438.1700,440.2100,437.7400,437.9450,3662
2025-05-08 16:15:00,437.9600,438.2000,437.7400,437.9700,1622
2025-05-08 16:10:00,438.1800,438.2300,437.9600,437.9600,4406
2025-05-08 16:05:00,437.9900,438.2300,437.7400,438.1200,65607
2025-05-08 16:00:00,438.4300,438.4600,437.3900,438.0000,9795684
2025-05-08 15:55:00,438.8500,438.9800,437.6700,438.2400,1315620
2025-05-08 15:50:00,440.0600,440.2100,438.7300,438.8000,378609
2025-05-08 15:45:00,440.1900,440.3700,439.6419,440.0200,189381
